name,normalized_name,corporate_number,cn_count,name_in_db,cn_in_db,name_cn_match,pref_municipality,pref_abbr,db_name_by_cn,valid
FPV Robotics株式会社,FPV Robotics株式会社,4011001107408,1,True,True,True,False,False,ＦＰＶ　Ｒｏｂｏｔｉｃｓ株式会社,True
FRESH DIRECTIONS MARKETING LLC,FRESH DIRECTIONS MARKETING LLC,,0,False,False,False,False,False,,False
FTEC株式会社,FTEC株式会社,1210001010546,1,True,True,True,False,False,ＦＴＥＣ株式会社,True
FUJI TRADING(MARIN)B.V.,FUJI TRADING(MARIN)B.V.,,0,False,False,False,False,False,,False
FUJILINK株式会社,FUJILINK株式会社,,0,False,False,False,False,False,,False
FWD生命保険健康保険組合,FWD生命保険健康保険組合,,0,True,False,False,False,False,,False
Fairy Devices株式会社,Fairy Devices株式会社,9010001116075,1,True,True,True,False,False,Ｆａｉｒｙ　Ｄｅｖｉｃｅｓ株式会社,True
Falcon & Hume Inc,Falcon & Hume Inc,,0,False,False,False,False,False,,False
Falcon and Hume Inc.,Falcon and Hume Inc.,,0,False,False,False,False,False,,False
Fantasia,Fantasia,,0,False,False,False,False,False,,False
Faraday Factory Japan合同会社,Faraday Factory Japan合同会社,8010503003697,1,True,True,True,False,False,Ｆａｒａｄａｙ　Ｆａｃｔｏｒｙ　Ｊａｐａｎ合同会社,True
FieldfisherLLP,FieldfisherLLP,,0,False,False,False,False,False,,False
"Figma,Inc.","Figma,Inc.",8700150118803,1,True,True,True,False,False,Ｆｉｇｍａ，Ｉｎｃ．,True
Fiom合同会社,Fiom合同会社,8011003013542,1,True,True,True,False,False,Ｆｉｏｍ合同会社,True
Flughafen Zurich AG,Flughafen Zurich AG,,0,False,False,False,False,False,,False
Fluor B.V.,Fluor B.V.,,0,False,False,False,False,False,,False
Focus Design Builders,Focus Design Builders,,0,False,False,False,False,False,,False
Fotolio.AE(ギリシャ),Fotolio.AE(ギリシャ),,0,False,False,False,False,False,,False
FunTre株式会社,FunTre株式会社,1011101059824,1,True,True,True,False,False,ＦｕｎＴｒｅ株式会社,True
Future Capital France,Future Capital France,,0,False,False,False,False,False,,False
Fレンタカー株式会社,Fレンタカー株式会社,6120001165246,1,True,True,True,False,False,Ｆレンタカー株式会社,True
FーLINE株式会社,FーLINE株式会社,3010001068883,1,False,True,False,False,False,Ｆ－ＬＩＮＥ株式会社,False
F事務組合,F事務組合,,0,False,False,False,False,False,,False
F事業所,F事業所,,0,False,False,False,False,False,,False
F氏,F氏,,0,False,False,False,False,False,,False
F漁業協同組合,F漁業協同組合,,0,False,False,False,False,False,,False
F社,F社,,0,False,False,False,False,False,,False
F連合会,F連合会,,0,False,False,False,False,False,,False
G,G,,0,False,False,False,False,False,,False
G(生産者),G(生産者),,0,False,False,False,False,False,,False
GAET (Defense Economic Technical Industry Corporat,GAET (Defense Economic Technical Industry Corporat,,0,False,False,False,False,False,,False
GAP産地APIコンソーシアム,GAP産地APIコンソーシアム,,0,False,False,False,False,False,,False
GARDP,GARDP,,0,False,False,False,False,False,,False
GCERF,GCERF,,0,False,False,False,False,False,,False
GEM Partners株式会社,GEM Partners株式会社,9011001058803,1,True,True,True,False,False,ＧＥＭ　Ｐａｒｔｎｅｒｓ株式会社,True
GEOSTOCK,GEOSTOCK,,0,False,False,False,False,False,,False
GEアビエーション・ディストリビューション・ジャパン株式会社,GEアビエーション・ディストリビューション・ジャパン株式会社,7010401093230,1,True,True,True,False,False,ＧＥアビエーション・ディストリビューション・ジャパン株式会社,True
GFPコミュニティ形成コンソーシアム,GFPコミュニティ形成コンソーシアム,,0,False,False,False,False,False,,False
GG社,GG社,,0,False,False,False,False,False,,False
GK Design International,GK Design International,,0,False,False,False,False,False,,False
GLIN Impact Capital合同会社,GLIN Impact Capital合同会社,7010403032525,1,False,True,False,False,False,ＧＬＩＮ　Ｉｍｐａｃｔ　Ｃｏｎｓｕｌｔｉｎｇ株式会社,False
GLOBAL ANGEL Pte.Ltd,GLOBAL ANGEL Pte.Ltd,,0,False,False,False,False,False,,False
GLOBAL ANGLE Pte. Ltd.,GLOBAL ANGLE Pte. Ltd.,,0,False,False,False,False,False,,False
GMC株式会社,GMC株式会社,2010601046926,1,True,True,True,False,False,ＧＭＣ株式会社,True
GMOインターネットグループ株式会社,GMOインターネットグループ株式会社,6011001029526,1,True,True,True,False,False,ＧＭＯインターネットグループ株式会社,True
GMOグローバルサイン・ホールディングス株式会社,GMOグローバルサイン・ホールディングス株式会社,7011001037734,1,True,True,True,False,False,ＧＭＯグローバルサイン・ホールディングス株式会社,True
GMOグローバルサイン株式会社,GMOグローバルサイン株式会社,1011001040181,1,True,True,True,False,False,ＧＭＯグローバルサイン株式会社,True
GMOサイバーセキュリティbyイエラエ株式会社,GMOサイバーセキュリティbyイエラエ株式会社,8012301009141,1,True,True,True,False,False,ＧＭＯサイバーセキュリティｂｙイエラエ株式会社,True
GMOデジロック株式会社,GMOデジロック株式会社,2120001107086,1,True,True,True,False,False,ＧＭＯデジロック株式会社,True
GMOリサーチ&AI株式会社,GMOリサーチ&AI株式会社,6011001038345,1,True,True,False,False,False,ＧＭＯプロダクトプラットフォーム株式会社,False
GMOリサーチ株式会社,GMOリサーチ株式会社,6011001038345,1,False,True,False,False,False,ＧＭＯプロダクトプラットフォーム株式会社,False
GMO趣味なび株式会社,GMO趣味なび株式会社,8010401130354,1,True,True,True,False,False,ＧＭＯ趣味なび株式会社,True
GMОサイバーセキュリティbyイエラエ,GMОサイバーセキュリティbyイエラエ,8012301009141,1,False,True,False,False,False,ＧＭＯサイバーセキュリティｂｙイエラエ株式会社,False
GPE基金,GPE基金,,0,False,False,False,False,False,,False
GPSSエンジニアリング株式会社,GPSSエンジニアリング株式会社,9430001062574,1,True,True,True,False,False,ＧＰＳＳエンジニアリング株式会社,True
GRATA International Advocates Firm,GRATA International Advocates Firm,,0,False,False,False,False,False,,False
GRATA International Law Firm,GRATA International Law Firm,,0,False,False,False,False,False,,False
GRAY LINE,GRAY LINE,,0,False,False,False,False,False,,False
GREEN HERO,GREEN HERO,,0,False,False,False,False,False,,False
GREENDOTDOT COM. LTD.,GREENDOTDOT COM. LTD.,,0,False,False,False,False,False,,False
GROOVE X株式会社,GROOVE X株式会社,7011001108056,1,True,True,True,False,False,ＧＲＯＯＶＥ　Ｘ株式会社,True
GTTーEMEA Ltd,GTTーEMEA Ltd,,0,False,False,False,False,False,,False
Gallup Japan株式会社,Gallup Japan株式会社,5010401127015,1,True,True,True,False,False,Ｇａｌｌｕｐ　Ｊａｐａｎ株式会社,True
Gaviワクチンアライアンス,Gaviワクチンアライアンス,,0,False,False,False,False,False,,False
Genomedia株式会社,Genomedia株式会社,1010001156780,1,True,True,True,False,False,Ｇｅｎｏｍｅｄｉａ株式会社,True
Gerai TIKI JP(インドネシア),Gerai TIKI JP(インドネシア),,0,False,False,False,False,False,,False
Gianluca PANATTONI,Gianluca PANATTONI,,0,False,False,False,False,False,,False
Givee株式会社,Givee株式会社,2013301045470,1,True,True,True,False,False,Ｇｉｖｅｅ株式会社,True
Global Industrial Cooperation Association,Global Industrial Cooperation Association,,0,False,False,False,False,False,,False
Global Wind Organisation,Global Wind Organisation,,0,False,False,False,False,False,,False
GlobalData UK Ltd,GlobalData UK Ltd,,0,False,False,False,False,False,,False
Go Print.com,Go Print.com,,0,False,False,False,False,False,,False
GoToおきなわキャンペーン事業受託企業体,GoToおきなわキャンペーン事業受託企業体,,0,False,False,False,False,False,,False
GoldSim Technology Group LLC,GoldSim Technology Group LLC,,0,False,False,False,False,False,,False
Gosaye Warsa,Gosaye Warsa,,0,False,False,False,False,False,,False
Gracenote,Gracenote,,0,False,False,False,False,False,,False
Graduate School USA,Graduate School USA,,0,False,False,False,False,False,,False
Grandfarm株式会社,Grandfarm株式会社,6210001018881,1,True,True,True,False,False,Ｇｒａｎｄｆａｒｍ株式会社,True
Graphiscan,Graphiscan,,0,False,False,False,False,False,,False
Great Premium(タイ),Great Premium(タイ),,0,False,False,False,False,False,,False
Green Earth Institute株式会社,Green Earth Institute株式会社,4010001142142,1,True,True,True,False,False,Ｇｒｅｅｎ　Ｅａｒｔｈ　Ｉｎｓｔｉｔｕｔｅ株式会社,True
G・I・S株式会社,G・I・S株式会社,5070001039951,1,True,True,True,False,False,Ｇ・Ｉ・Ｓ株式会社,True
G事務組合,G事務組合,,0,False,False,False,False,False,,False
G事業所,G事業所,,0,False,False,False,False,False,,False
G協議会,G協議会,,0,False,False,False,False,False,,False
G氏,G氏,,0,False,False,False,False,False,,False
G漁業協同組合,G漁業協同組合,,0,False,False,False,False,False,,False
G社,G社,,0,False,False,False,False,False,,False
H,H,,0,False,False,False,False,False,,False
H&A環境計画株式会社,H&A環境計画株式会社,5010901030296,1,True,True,True,False,False,Ｈ＆Ａ環境計画株式会社,True
H(生産者),H(生産者),,0,False,False,False,False,False,,False
H.I.S KENYA LIMITED,H.I.S KENYA LIMITED,,0,False,False,False,False,False,,False
H.I.S KENYA LTD.,H.I.S KENYA LTD.,,0,False,False,False,False,False,,False
H.I.S Kenya Ltd.,H.I.S Kenya Ltd.,,0,False,False,False,False,False,,False
H.I.S TRAVEL(PTY).LTD,H.I.S TRAVEL(PTY).LTD,,0,False,False,False,False,False,,False
H.I.S. Travel and Tourism L.L.C.,H.I.S. Travel and Tourism L.L.C.,,0,False,False,False,False,False,,False
H.I.S.Mobile株式会社,H.I.S.Mobile株式会社,2011101083253,1,True,True,True,False,False,Ｈ．Ｉ．Ｓ．Ｍｏｂｉｌｅ株式会社,True
H.R.I株式会社,H.R.I株式会社,2011001114141,1,True,True,True,False,False,Ｈ．Ｒ．Ｉ株式会社,True
H2L株式会社,H2L株式会社,1010001147788,1,True,True,True,False,False,Ｈ２Ｌ株式会社,True
H31ー35国営アルプスあづみの公園運営維持管理業務アルプスあづみの公園マネジメント共同体,H31ー35国営アルプスあづみの公園運営維持管理業務アルプスあづみの公園マネジメント共同体,,0,False,False,False,False,False,,False
H31ー35国営備北丘陵公園運営維持管理業務グリーンウインズ共同体,H31ー35国営備北丘陵公園運営維持管理業務グリーンウインズ共同体,,0,False,False,False,False,False,,False
H31ー35国営明石海峡公園運営維持管理業務兵庫県・神戸市公園協会グループ共同体,H31ー35国営明石海峡公園運営維持管理業務兵庫県・神戸市公園協会グループ共同体,,0,False,False,False,False,False,,False
H31ー35国営讃岐まんのう公園運営維持管理業務まんのう公園マネジメント共同体,H31ー35国営讃岐まんのう公園運営維持管理業務まんのう公園マネジメント共同体,,0,False,False,False,False,False,,False
H31ー35国営越後丘陵公園運営維持管理業務越後公園マネジメント共同体,H31ー35国営越後丘陵公園運営維持管理業務越後公園マネジメント共同体,,0,False,False,False,False,False,,False
HACCP認定加速化センター,HACCP認定加速化センター,,0,False,False,False,False,False,,False
HEALTHY MARKET,HEALTHY MARKET,,0,False,False,False,False,False,,False
HEATHROW AIRPORT LTD,HEATHROW AIRPORT LTD,,0,False,False,False,False,False,,False
HELICAM株式会社,HELICAM株式会社,9430001066914,1,True,True,True,False,False,ＨＥＬＩＣＡＭ株式会社,True
HH社,HH社,,0,False,False,False,False,False,,False
HILO株式会社,HILO株式会社,2430001084757,1,True,True,True,False,False,ＨＩＬＯ株式会社,True
HIREC株式会社,HIREC株式会社,1050001016956,1,True,True,True,False,False,ＨＩＲＥＣ株式会社,True
HIS,HIS,,0,False,False,False,False,False,,False
"HIS INTERNATIONAL TOURS,INC.","HIS INTERNATIONAL TOURS,INC.",,0,False,False,False,False,False,,False
HITOWAソーシャルワークス株式会社,HITOWAソーシャルワークス株式会社,5013301039239,1,True,True,True,False,False,ＨＩＴＯＷＡソーシャルワークス株式会社,True
HIVERY Japan株式会社,HIVERY Japan株式会社,7010401139693,1,True,True,True,False,False,ＨＩＶＥＲＹ　Ｊａｐａｎ株式会社,True
HLP事務局(世界資源研究所(WRI)),HLP事務局(世界資源研究所(WRI)),,0,False,False,False,False,False,,False
HL株式会社,HL株式会社,9080101017084,3,True,True,True,False,False,ＨＬ株式会社,True
HNPコンサルティング,HNPコンサルティング,,0,False,False,False,False,False,,False
HOFFMANN・EITLE,HOFFMANN・EITLE,,0,False,False,False,False,False,,False
HONESTIES株式会社,HONESTIES株式会社,6120101061626,1,True,True,True,False,False,ＨＯＮＥＳＴＩＥＳ株式会社,True
HOTEL Emion PHNOM PENH,HOTEL Emion PHNOM PENH,,0,False,False,False,False,False,,False
HOTEL MULIA SENAYANーJAKARTA,HOTEL MULIA SENAYANーJAKARTA,,0,False,False,False,False,False,,False
HPCシステムズ株式会社,HPCシステムズ株式会社,4010401096252,1,True,True,True,False,False,ＨＰＣシステムズ株式会社,True
HPCテクノロジーズ株式会社,HPCテクノロジーズ株式会社,2010001110778,1,True,True,True,False,False,ＨＰＣテクノロジーズ株式会社,True
HRS Japan株式会社,HRS Japan株式会社,2011101068188,1,True,True,True,False,False,ＨＲＳ　Ｊａｐａｎ株式会社,True
HRS株式会社,HRS株式会社,7430001050440,1,True,True,True,False,False,ＨＲＳ株式会社,True
HSSエンジニヤリング株式会社,HSSエンジニヤリング株式会社,1200001020249,1,True,True,True,False,False,ＨＳＳエンジニヤリング株式会社,True
Halliburton Overseas Limited,Halliburton Overseas Limited,,0,False,False,False,False,False,,False
Happi Enterprise LLC,Happi Enterprise LLC,,0,False,False,False,False,False,,False
Happy Flat,Happy Flat,,0,False,False,False,False,False,,False
Hauser & Wirth AG,Hauser & Wirth AG,,0,False,False,False,False,False,,False
Heartseed株式会社,Heartseed株式会社,4011001108455,1,True,True,True,False,False,Ｈｅａｒｔｓｅｅｄ株式会社,True
Heathrow Airport Ltd.,Heathrow Airport Ltd.,,0,False,False,False,False,False,,False
"Hello Laos Sole Co.,Ltd.","Hello Laos Sole Co.,Ltd.",,0,False,False,False,False,False,,False
HelloWorld株式会社,HelloWorld株式会社,4360001027754,1,True,True,True,False,False,ＨｅｌｌｏＷｏｒｌｄ株式会社,True
HiLung株式会社,HiLung株式会社,1130001067388,1,True,True,True,False,False,ＨｉＬｕｎｇ株式会社,True
Hide Corporation Ltd,Hide Corporation Ltd,,0,False,False,False,False,False,,False
Holiday Inn,Holiday Inn,,0,False,False,False,False,False,,False
Horizon One株式会社,Horizon One株式会社,1010401165951,1,True,True,True,False,False,Ｈｏｒｉｚｏｎ　Ｏｎｅ株式会社,True
Hotel Hilton Garden Inn(グアテマラ),Hotel Hilton Garden Inn(グアテマラ),,0,False,False,False,False,False,,False
Hotel Indonesia Kempinski(インドネシア),Hotel Indonesia Kempinski(インドネシア),,0,False,False,False,False,False,,False
Hotel Nikko,Hotel Nikko,,0,False,False,False,False,False,,False
Hotel Schatzmann,Hotel Schatzmann,,0,False,False,False,False,False,,False
Hughes Hubbard & Reed LLP,Hughes Hubbard & Reed LLP,,0,False,False,False,False,False,,False
H事務組合,H事務組合,,0,False,False,False,False,False,,False
H事業所,H事業所,,0,False,False,False,False,False,,False
H協力会,H協力会,,0,False,False,False,False,False,,False
H氏,H氏,,0,False,False,False,False,False,,False
H漁業協同組合,H漁業協同組合,,0,False,False,False,False,False,,False
H社,H社,,0,False,False,False,False,False,,False
I,I,,0,False,False,False,False,False,,False
I(生産者),I(生産者),,0,False,False,False,False,False,,False
IACE(オタワ),IACE(オタワ),,0,False,False,False,False,False,,False
IACE(カルガリー),IACE(カルガリー),,0,False,False,False,False,False,,False
IACE(トロント),IACE(トロント),,0,False,False,False,False,False,,False
IACE(バンクーバー),IACE(バンクーバー),,0,False,False,False,False,False,,False
IAReporter LCC.,IAReporter LCC.,,0,False,False,False,False,False,,False
"IC Net ASIA Co.,Ltd.","IC Net ASIA Co.,Ltd.",,0,False,False,False,False,False,,False
IC Net Lanka (Pvd) ltd,IC Net Lanka (Pvd) ltd,,0,False,False,False,False,False,,False
ICSーnet株式会社,ICSーnet株式会社,6100001030550,1,False,True,False,False,False,ＩＣＳ－ｎｅｔ株式会社,False
ICTーR放牧コンソーシアム,ICTーR放牧コンソーシアム,,0,False,False,False,False,False,,False
ICT活用種馬鈴しょ生産実証コンソーシアム,ICT活用種馬鈴しょ生産実証コンソーシアム,,0,False,False,False,False,False,,False
IDEO LPIDEO LP,IDEO LPIDEO LP,,0,False,False,False,False,False,,False
IGADスーダン事務所,IGADスーダン事務所,,0,False,False,False,False,False,,False
IGAD南スーダン事務所,IGAD南スーダン事務所,,0,False,False,False,False,False,,False
IGAD本部事務所,IGAD本部事務所,,0,False,False,False,False,False,,False
IHI株式会社,IHI株式会社,3122001030795,1,True,True,True,False,False,ＩＨＩ株式会社,True
IHS Global Inc,IHS Global Inc,,0,False,False,False,False,False,,False
IHS Global Inc.,IHS Global Inc.,,0,False,False,False,False,False,,False
IHS Global Pte Ltd,IHS Global Pte Ltd,,0,False,False,False,False,False,,False
IHSマークイットジャパン合同会社,IHSマークイットジャパン合同会社,8011001038442,1,True,True,True,False,False,ＩＨＳマークイットジャパン合同会社,True
IHミートパッカー株式会社,IHミートパッカー株式会社,4013201011513,1,True,True,True,False,False,ＩＨミートパッカー株式会社,True
II社,II社,,0,False,False,False,False,False,,False
"IKEE Paving Systems Co.,Ltd.","IKEE Paving Systems Co.,Ltd.",,0,False,False,False,False,False,,False
IKIRU合同会社,IKIRU合同会社,,0,True,False,False,False,False,,False
IMMERSE INDIA,IMMERSE INDIA,,0,False,False,False,False,False,,False
"IMRA AMERICA,INC.","IMRA AMERICA,INC.",1700150043462,1,True,True,True,False,False,ＩＭＲＡ　ＡＭＥＲＩＣＡ，ＩＮＣ．,True
INDUSTRIAL GROWTH PLATFORM PTE.LTD.,INDUSTRIAL GROWTH PLATFORM PTE.LTD.,,0,False,False,False,False,False,,False
INF Shingapore Pte Ltd,INF Shingapore Pte Ltd,,0,False,False,False,False,False,,False
"INFINITUS SERVICE CO.,LTD.","INFINITUS SERVICE CO.,LTD.",,0,False,False,False,False,False,,False
INFINITY QUAY ASIA PTE LTD,INFINITY QUAY ASIA PTE LTD,,0,False,False,False,False,False,,False
INFORMA UK LIMITED,INFORMA UK LIMITED,9700150072561,1,True,True,True,False,False,ＩＮＦＯＲＭＡ　ＵＫ　ＬＩＭＩＴＥＤ,True
INFシンガポール,INFシンガポール,,0,False,False,False,False,False,,False
INSTITUTE OF GEOLOGICAL & NUCLEAR SCIENCES LIMITED,INSTITUTE OF GEOLOGICAL & NUCLEAR SCIENCES LIMITED,,0,False,False,False,False,False,,False
INTAGE SINGAPORE PTE. LTD,INTAGE SINGAPORE PTE. LTD,,0,False,False,False,False,False,,False
INTEGROS SARL,INTEGROS SARL,,0,False,False,False,False,False,,False
INTEGURATED SERVICES LTD,INTEGURATED SERVICES LTD,,0,False,False,False,False,False,,False
INTERCONTINENTAL WILLARD,INTERCONTINENTAL WILLARD,,0,False,False,False,False,False,,False
INTERFAX NEWS SERVICES LTD,INTERFAX NEWS SERVICES LTD,,0,False,False,False,False,False,,False
INTERNATIONAL ASSOCIATION FOR RESEARCH IN INCOME AND WEALTH,INTERNATIONAL ASSOCIATION FOR RESEARCH IN INCOME AND WEALTH,,0,False,False,False,False,False,,False
INTERNATIONAL ASTRONOMICAL UNION,INTERNATIONAL ASTRONOMICAL UNION,,0,False,False,False,False,False,,False
INTERNATIONAL FEDERATION OF AUTOMATIC CONTROL,INTERNATIONAL FEDERATION OF AUTOMATIC CONTROL,,0,False,False,False,False,False,,False
INTERNATIONAL GEOGRAPHICAL UNION,INTERNATIONAL GEOGRAPHICAL UNION,,0,False,False,False,False,False,,False
INTERNATIONAL SCIENCE COUNCIL,INTERNATIONAL SCIENCE COUNCIL,,0,False,False,False,False,False,,False
INTERNATIONAL SOS,INTERNATIONAL SOS,,0,False,False,False,False,False,,False
INTERNATIONAL UNION OF BIOLOGICAL SCIENCES,INTERNATIONAL UNION OF BIOLOGICAL SCIENCES,,0,False,False,False,False,False,,False
INTERNATIONAL UNION OF GEODESY AND GEOPHYSICS,INTERNATIONAL UNION OF GEODESY AND GEOPHYSICS,,0,False,False,False,False,False,,False
INTERNATIONAL UNION OF MICROBIOLOGICAL SOCIETIES,INTERNATIONAL UNION OF MICROBIOLOGICAL SOCIETIES,,0,False,False,False,False,False,,False
INTERNATIONAL UNION OF SOIL SCIENCES,INTERNATIONAL UNION OF SOIL SCIENCES,,0,False,False,False,False,False,,False
INTLOOP株式会社,INTLOOP株式会社,6010401064612,1,True,True,True,False,False,ＩＮＴＬＯＯＰ株式会社,True
IP FORWARD株式会社,IP FORWARD株式会社,4010901034158,1,True,True,True,False,False,ＩＰ　ＦＯＲＷＡＲＤ株式会社,True
IP TWINS S.A.S.,IP TWINS S.A.S.,,0,False,False,False,False,False,,False
IP Valuation特許事務所,IP Valuation特許事務所,,0,False,False,False,False,False,,False
IPCC(World Meteorological Organization),IPCC(World Meteorological Organization),,0,False,False,False,False,False,,False
IPG Automotive株式会社,IPG Automotive株式会社,3010001161119,1,True,True,True,False,False,ＩＰＧ　Ａｕｔｏｍｏｔｉｖｅ株式会社,True
IPGデクストラ・ジャパン株式会社,IPGデクストラ・ジャパン株式会社,1010401010694,1,True,True,True,False,False,ＩＰＧデクストラ・ジャパン株式会社,True
IPPF日本信託基金,IPPF日本信託基金,,0,False,False,False,False,False,,False
IQVIAソリューションズジャパン合同会社,IQVIAソリューションズジャパン合同会社,7010401069288,1,True,True,True,False,False,ＩＱＶＩＡソリューションズジャパン合同会社,True
ISLG Venture Inc.,ISLG Venture Inc.,,0,False,False,False,False,False,,False
ISOEアジア技術センター,ISOEアジア技術センター,,0,False,False,False,False,False,,False
IST Travel Japan(モントリオール),IST Travel Japan(モントリオール),,0,False,False,False,False,False,,False
ITB,ITB,,0,False,False,False,False,False,,False
ITER(国際熱核融合エネルギー)機構,ITER(国際熱核融合エネルギー)機構,,0,False,False,False,False,False,,False
ITEーOECD,ITEーOECD,,0,False,False,False,False,False,,False
ITF(国際交通フォーラム),ITF(国際交通フォーラム),,0,False,False,False,False,False,,False
ITSインターナショナル株式会社,ITSインターナショナル株式会社,2320001007316,1,True,True,True,False,False,ＩＴＳインターナショナル株式会社,True
ITbook株式会社,ITbook株式会社,2010001089484,1,True,True,True,False,False,ＩＴｂｏｏｋ株式会社,True
IWMC World Conservation Trust,IWMC World Conservation Trust,,0,False,False,False,False,False,,False
IWSR Drinks Market Analysis Limited,IWSR Drinks Market Analysis Limited,,0,False,False,False,False,False,,False
IYRailroadCon,IYRailroadCon,,0,False,False,False,False,False,,False
Ichido株式会社,Ichido株式会社,5380001032875,1,True,True,True,False,False,Ｉｃｈｉｄｏ株式会社,True
Idea partners,Idea partners,,0,False,False,False,False,False,,False
Indiahub E-Governance Pvt Ltd,Indiahub E-Governance Pvt Ltd,,0,False,False,False,False,False,,False
Inex One,Inex One,,0,False,False,False,False,False,,False
Informa Middle East Limited(Dubai Branch,Informa Middle East Limited(Dubai Branch,,0,False,False,False,False,False,,False
Innovare株式会社,Innovare株式会社,9120001228306,1,True,True,True,False,False,Ｉｎｎｏｖａｒｅ株式会社,True
Inpresscolor(モンゴル),Inpresscolor(モンゴル),,0,False,False,False,False,False,,False
Inside Washington Publishers,Inside Washington Publishers,,0,False,False,False,False,False,,False
"Institute for the Global Entrepreneur, University","Institute for the Global Entrepreneur, University",,0,False,False,False,False,False,,False
Institute of Applied Sciences ーNepal,Institute of Applied Sciences ーNepal,,0,False,False,False,False,False,,False
Institute of Management and Technology,Institute of Management and Technology,,0,False,False,False,False,False,,False
Institution for a Global Society株式会社,Institution for a Global Society株式会社,8011001065180,1,True,True,True,False,False,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅｔｙ株式会社,True
Intelligent Style株式会社,Intelligent Style株式会社,6120001217344,1,True,True,True,False,False,Ｉｎｔｅｌｌｉｇｅｎｔ　Ｓｔｙｌｅ株式会社,True
Intent Exchange株式会社,Intent Exchange株式会社,7011001152905,1,True,True,True,False,False,Ｉｎｔｅｎｔ　Ｅｘｃｈａｎｇｅ株式会社,True
International Air Transport Association,International Air Transport Association,,0,False,False,False,False,False,,False
International Sports Management株式会社,International Sports Management株式会社,9010401158361,1,False,True,False,False,False,インバウンドビジネス株式会社,False
"International Technology And Trade Associates, Inc.","International Technology And Trade Associates, Inc.",,0,False,False,False,False,False,,False
International Technology and Trade Associates Inc.,International Technology and Trade Associates Inc.,,0,False,False,False,False,False,,False
"International Technology and Trade Associates, Inc","International Technology and Trade Associates, Inc",,0,False,False,False,False,False,,False
Iscte ーUniversity Institute of Lisbon,Iscte ーUniversity Institute of Lisbon,,0,False,False,False,False,False,,False
IssueHunt株式会社,IssueHunt株式会社,4290001065927,1,True,True,True,False,False,ＩｓｓｕｅＨｕｎｔ株式会社,True
Iーレジリエンス株式会社,Iーレジリエンス株式会社,1010001222260,1,False,True,False,False,False,Ｉ－レジリエンス株式会社,False
I事務組合,I事務組合,,0,False,False,False,False,False,,False
I事業所,I事業所,,0,False,False,False,False,False,,False
I氏,I氏,,0,False,False,False,False,False,,False
I漁業協同組合,I漁業協同組合,,0,False,False,False,False,False,,False
I社,I社,,0,False,False,False,False,False,,False
I組合,I組合,,0,False,False,False,False,False,,False
J,J,,0,False,False,False,False,False,,False
J&T環境株式会社,J&T環境株式会社,8020001016738,1,True,True,True,False,False,Ｊ＆Ｔ環境株式会社,True
J(生産者),J(生産者),,0,False,False,False,False,False,,False
J-CAT株式会社,J-CAT株式会社,3010501044905,1,False,True,False,False,False,Ｊ‐ＣＡＴ株式会社,False
JAMS.TV PTY LTD,JAMS.TV PTY LTD,,0,False,False,False,False,False,,False
JAMS.TV PTY.LTD.,JAMS.TV PTY.LTD.,,0,False,False,False,False,False,,False
JAPAN ARCTIC LNG B.V.,JAPAN ARCTIC LNG B.V.,,0,False,False,False,False,False,,False
JAPAN MATSURI,JAPAN MATSURI,,0,False,False,False,False,False,,False
JAPAN SOCIETY,JAPAN SOCIETY,,0,False,False,False,False,False,,False
JAPANESE CANADIAN CULTURAL CENTRE,JAPANESE CANADIAN CULTURAL CENTRE,,0,False,False,False,False,False,,False
JAZYブランディング株式会社,JAZYブランディング株式会社,6010401090963,1,True,True,True,False,False,ＪＡＺＹブランディング株式会社,True
JAおやま和牛一貫経営推進協議会,JAおやま和牛一貫経営推進協議会,,0,False,False,False,False,False,,False
JAかみつが日光大豆部会,JAかみつが日光大豆部会,,0,False,False,False,False,False,,False
JAかみつが日光農産物受検組合長連絡協議会,JAかみつが日光農産物受検組合長連絡協議会,,0,False,False,False,False,False,,False
JAとりで総合医療センター,JAとりで総合医療センター,6050005000910,1,False,True,False,False,False,茨城県厚生連労働組合,False
JAながさき西海させぼ広域かんきつ部会,JAながさき西海させぼ広域かんきつ部会,8310005003067,1,False,True,False,False,False,ながさき西海農業協同組合,False
JAならけん西吉野柿部会,JAならけん西吉野柿部会,,0,False,False,False,False,False,,False
JAにしみの水田農業グリーンな栽培体系研究会,JAにしみの水田農業グリーンな栽培体系研究会,,0,False,False,False,False,False,,False
JAグリーン近江オーガニック研究会,JAグリーン近江オーガニック研究会,,0,False,False,False,False,False,,False
JAグループ山形県産米販売対策協議会,JAグループ山形県産米販売対策協議会,,0,False,False,False,False,False,,False
JA三井リースオート株式会社,JA三井リースオート株式会社,7010701022426,1,True,True,True,False,False,ＪＡ三井リースオート株式会社,True
JA三井リース九州株式会社,JA三井リース九州株式会社,9290001009375,1,True,True,True,False,False,ＪＡ三井リース九州株式会社,True
JA三井リース株式会社,JA三井リース株式会社,8010701022466,1,True,True,True,False,False,ＪＡ三井リース株式会社,True
JA全農くみあい飼料株式会社,JA全農くみあい飼料株式会社,8070001021304,1,True,True,True,False,False,ＪＡ全農くみあい飼料株式会社,True
JA全農ふくれん,JA全農ふくれん,,0,False,False,False,False,False,,False
